ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
13364090,JH146864,02/10/2024 12:44:00 AM,002XX W 47TH ST,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA PLATFORM,true,false,0925,009,20,37,08B,1175476,1873816,2024,05/17/2025 03:40:52 PM,41.809125265,-87.631906508,"(41.809125265, -87.631906508)"
13376308,JH161184,02/22/2024 12:49:00 AM,044XX S KEDZIE AVE,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",SIDEWALK,true,false,0922,009,12,58,08B,1155768,1875006,2024,05/17/2025 03:40:52 PM,41.812809432,-87.704160069,"(41.812809432, -87.704160069)"
13424244,JH219128,04/09/2024 09:54:00 PM,064XX S CLAREMONT AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,true,false,0825,008,16,66,15,1161848,1861912,2024,05/17/2025 03:40:52 PM,41.776753488,-87.682222167,"(41.776753488, -87.682222167)"
13335170,JH111953,01/11/2024 08:00:00 AM,003XX N MENARD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1512,015,29,25,14,1137653,1901617,2024,12/21/2024 03:40:46 PM,41.886178676,-87.769967028,"(41.886178676, -87.769967028)"
13373974,JH158444,02/18/2024 02:00:00 AM,078XX S EBERHART AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,true,true,0624,006,6,69,02,1180935,1853046,2024,12/22/2024 03:41:04 PM,41.752006389,-87.612522704,"(41.752006389, -87.612522704)"
13473230,JH274659,04/01/2024 12:00:00 AM,037XX W LEXINGTON ST,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,true,true,1133,011,24,27,17,1151700,1896448,2024,12/22/2024 03:41:04 PM,41.871729738,-87.718518713,"(41.871729738, -87.718518713)"
13425371,JH220017,04/10/2024 03:15:00 PM,0000X E 103RD ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0511,005,9,49,07,1178801,1836702,2024,12/21/2024 03:40:46 PM,41.707205201,-87.620838567,"(41.707205201, -87.620838567)"
13698175,JH550119,03/03/2024 12:00:00 AM,061XX S CHAMPLAIN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0313,003,20,42,11,1181625,1864447,2024,12/22/2024 03:41:04 PM,41.783275988,-87.60964266,"(41.783275988, -87.60964266)"
28063,JH219178,04/10/2024 01:31:00 AM,071XX S STEWART AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0732,007,6,68,01A,1174859,1857613,2024,04/18/2024 03:40:59 PM,41.764676314,-87.634652467,"(41.764676314, -87.634652467)"
13325751,JH101099,01/01/2024 06:35:00 PM,0000X W RANDOLPH ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,false,false,0111,001,34,32,02,1176102,1901284,2024,12/22/2024 03:41:04 PM,41.884485451,-87.628783943,"(41.884485451, -87.628783943)"
28527,JH543111,12/14/2024 10:35:00 PM,030XX W 21ST PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1022,010,24,30,01A,1156368,1889558,2024,12/22/2024 03:41:50 PM,41.852729812,-87.701566677,"(41.852729812, -87.701566677)"
13697854,JH549670,04/29/2024 12:01:00 AM,006XX E 69TH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,false,false,0321,003,6,42,11,1181907,1859412,2024,12/22/2024 03:41:04 PM,41.769452949,-87.6087643,"(41.769452949, -87.6087643)"
27939,JH114017,01/12/2024 08:58:00 PM,084XX S VINCENNES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,0622,006,21,71,01A,1173635,1848636,2024,03/15/2024 03:41:18 PM,41.740069496,-87.639404123,"(41.740069496, -87.639404123)"
13699869,JH552262,01/01/2024 12:01:00 AM,068XX S JEFFERY BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0332,003,5,43,11,1190724,1859999,2024,12/24/2024 03:40:31 PM,41.77085535,-87.576426755,"(41.77085535, -87.576426755)"
13389606,JH176198,03/04/2024 12:30:00 PM,022XX N LAKEWOOD AVE,501A,OTHER OFFENSE,ANIMAL ABUSE / NEGLECT,APARTMENT,true,false,1811,018,2,7,26,1167280,1914965,2024,03/11/2025 03:40:50 PM,41.92222119,-87.66078542,"(41.92222119, -87.66078542)"
13698597,JH550763,02/24/2024 12:00:00 AM,041XX S WABASH AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,0213,002,3,38,11,1177403,1877570,2024,12/23/2024 03:41:07 PM,41.819383193,-87.624725152,"(41.819383193, -87.624725152)"
27941,JH103662,01/13/2024 04:08:00 PM,009XX E 79TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0624,006,8,69,01A,1183767,1852820,2024,03/25/2024 04:29:54 PM,41.751320646,-87.602151846,"(41.751320646, -87.602151846)"
27940,JH114155,01/13/2024 12:26:00 AM,022XX W 21ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1234,012,25,31,01A,1161728,1890027,2024,01/21/2024 03:41:21 PM,41.853906896,-87.681880711,"(41.853906896, -87.681880711)"
28528,JH543142,12/15/2024 01:14:00 AM,051XX S CALUMET AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0231,002,3,40,01A,1179363,1871074,2024,12/23/2024 03:41:48 PM,41.801513039,-87.617733588,"(41.801513039, -87.617733588)"
13698273,JH549986,04/15/2024 06:00:00 PM,017XX N MONTICELLO AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2535,025,26,22,06,1151774,1911384,2024,12/23/2024 03:41:07 PM,41.912714183,-87.717853678,"(41.912714183, -87.717853678)"
27942,JH114952,01/13/2024 07:31:00 PM,016XX W 33RD PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0912,009,11,59,01A,1165822,1882526,2024,01/21/2024 03:41:21 PM,41.833237206,-87.667067783,"(41.833237206, -87.667067783)"
13325681,JH100982,01/01/2024 06:48:00 PM,048XX W ARMITAGE AVE,031A,ROBBERY,ARMED - HANDGUN,TAVERN / LIQUOR STORE,false,false,2522,025,26,19,03,1143985,1912866,2024,12/21/2024 03:40:46 PM,41.916930759,-87.746431558,"(41.916930759, -87.746431558)"
13327396,JH102415,01/02/2024 09:30:00 PM,072XX S CARPENTER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0733,007,17,68,08B,1170564,1856874,2024,12/21/2024 03:40:46 PM,41.76274306,-87.650416285,"(41.76274306, -87.650416285)"
28066,JH203109,04/11/2024 07:00:00 AM,008XX W 52ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,false,false,0934,009,20,61,01A,1171381,1870368,2024,04/19/2024 03:40:58 PM,41.799754324,-87.647027112,"(41.799754324, -87.647027112)"
13699758,JH552112,01/01/2024 12:00:00 AM,113XX S CHAMPLAIN AVE,1751,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,false,true,0531,005,9,50,17,1182606,1829881,2024,12/24/2024 03:40:31 PM,41.688400238,-87.607115379,"(41.688400238, -87.607115379)"
28530,JH545261,12/16/2024 06:01:00 PM,020XX W RANDOLPH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1223,012,27,28,01A,1162669,1901220,2024,12/24/2024 03:41:09 PM,41.884601868,-87.678113304,"(41.884601868, -87.678113304)"
27944,JH115895,01/15/2024 12:58:00 AM,082XX S SOUTH SHORE DR,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0424,004,7,46,01A,1198580,1850996,2024,01/23/2024 03:41:40 PM,41.745957196,-87.547931545,"(41.745957196, -87.547931545)"
13338491,JH115934,01/15/2024 02:55:00 AM,002XX W GARFIELD BLVD,0320,ROBBERY,STRONG ARM - NO WEAPON,CTA TRAIN,false,false,0935,009,20,37,03,1175647,1868500,2024,12/21/2024 03:40:46 PM,41.794533814,-87.631438536,"(41.794533814, -87.631438536)"
27945,JH116422,01/15/2024 04:30:00 PM,048XX S ASHLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,RETAIL STORE,true,true,0931,009,20,61,01A,1166489,1872644,2024,01/23/2024 03:41:40 PM,41.806105713,-87.664902504,"(41.806105713, -87.664902504)"
13326963,JH102526,01/03/2024 01:55:00 AM,0000X E CHICAGO AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,true,false,1833,018,42,8,24,1176718,1905741,2024,12/21/2024 03:40:46 PM,41.896701788,-87.626387093,"(41.896701788, -87.626387093)"
13700664,JH553305,04/09/2024 12:00:00 AM,084XX S MACKINAW AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,false,false,0424,004,10,46,11,1199939,1849563,2024,12/25/2024 03:40:12 PM,41.741990798,-87.543000237,"(41.741990798, -87.543000237)"
28531,JH546290,12/17/2024 03:43:00 PM,073XX S PHILLIPS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0334,003,7,43,01A,1193921,1856701,2024,12/25/2024 03:40:57 PM,41.761727593,-87.564815996,"(41.761727593, -87.564815996)"
27947,JG336108,01/17/2024 09:53:00 PM,048XX W WASHINGTON BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1532,015,28,25,01A,1144015,1900064,2024,01/25/2024 03:42:27 PM,41.881800069,-87.746642988,"(41.881800069, -87.746642988)"
27946,JH117920,01/17/2024 02:43:00 AM,034XX W 24TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1024,010,22,30,01A,1153649,1887836,2024,01/25/2024 03:42:27 PM,41.848058902,-87.711592075,"(41.848058902, -87.711592075)"
13700575,JH553200,01/20/2024 09:00:00 AM,018XX N KEDZIE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,1421,014,26,22,26,1154749,1912246,2024,12/25/2024 03:40:12 PM,41.915020482,-87.706901086,"(41.915020482, -87.706901086)"
13700521,JH553098,01/01/2024 12:00:00 AM,053XX S NATCHEZ AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,APARTMENT,false,false,0811,008,23,56,26,1133954,1868394,2024,12/25/2024 03:40:12 PM,41.795075339,-87.784330689,"(41.795075339, -87.784330689)"
13700349,JH552878,01/01/2024 12:00:00 AM,076XX N MARSHFIELD AVE,0266,CRIMINAL SEXUAL ASSAULT,PREDATORY,SCHOOL - PUBLIC GROUNDS,false,false,2422,024,49,1,02,1163978,1950676,2024,12/25/2024 03:40:12 PM,42.020283994,-87.671904874,"(42.020283994, -87.671904874)"
28065,JH222615,04/12/2024 05:00:00 PM,056XX S MICHIGAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HALLWAY,false,false,0231,002,20,40,01A,1178122,1867562,2024,04/20/2024 03:41:25 PM,41.791904042,-87.622391283,"(41.791904042, -87.622391283)"
28532,JH547457,12/18/2024 02:29:00 PM,007XX E 84TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0632,006,6,44,01A,1182748,1849014,2024,12/26/2024 03:41:01 PM,41.740900272,-87.606003833,"(41.740900272, -87.606003833)"
13701361,JH554099,05/04/2024 12:00:00 AM,036XX W 84TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,false,false,0834,008,18,70,05,1153453,1848634,2024,12/26/2024 03:40:23 PM,41.740486793,-87.713349009,"(41.740486793, -87.713349009)"
13701424,JH554139,01/01/2024 09:00:00 AM,007XX S STATE ST,0810,THEFT,OVER $500,SCHOOL - PUBLIC GROUNDS,false,false,0123,001,4,32,06,1176470,1897063,2024,12/26/2024 03:40:23 PM,41.872894484,-87.627560076,"(41.872894484, -87.627560076)"
27952,JH103742,01/13/2024 07:15:00 AM,000XX E ROOSEVELT RD,0110,HOMICIDE,FIRST DEGREE MURDER,"CTA ""L"" TRAIN",true,false,0123,001,4,32,01A,1176859,1895074,2024,01/27/2024 03:40:15 PM,41.867427761,-87.626192049,"(41.867427761, -87.626192049)"
13341978,JH120260,01/19/2024 01:17:00 AM,038XX S WOLCOTT AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0912,009,12,59,08A,1164318,1879250,2024,12/21/2024 03:40:46 PM,41.824279388,-87.672678686,"(41.824279388, -87.672678686)"
28068,JH223840,04/13/2024 05:45:00 PM,077XX S CARPENTER ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0612,006,17,71,01A,1170655,1853491,2024,04/21/2024 03:40:50 PM,41.753457689,-87.650181219,"(41.753457689, -87.650181219)"
28069,JH223847,04/13/2024 05:50:00 PM,077XX S UNION AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0621,006,17,71,01A,1172973,1853652,2024,04/21/2024 03:40:50 PM,41.753848671,-87.641681875,"(41.753848671, -87.641681875)"
28070,JH224070,04/13/2024 09:24:00 PM,093XX S BISHOP ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,2222,022,21,73,01A,1168303,1842903,2024,06/04/2025 04:01:44 PM,41.724453628,-87.659104425,"(41.724453628, -87.659104425)"
13703518,JH555711,03/15/2024 12:00:00 PM,080XX S STONY ISLAND AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,AUTO / BOAT / RV DEALERSHIP,false,false,0411,004,8,45,11,1188230,1852243,2024,01/30/2025 03:40:41 PM,41.749632061,-87.585815728,"(41.749632061, -87.585815728)"
28071,JH224096,04/13/2024 09:47:00 PM,052XX S DAMEN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0932,009,16,61,01A,1163910,1869931,2024,09/02/2024 03:40:51 PM,41.798715563,-87.674437636,"(41.798715563, -87.674437636)"
13348326,JH127290,01/20/2024 10:00:00 PM,001XX W HUBBARD ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,false,false,1831,018,42,8,06,1175290,1903292,2024,12/21/2024 03:40:46 PM,41.890013771,-87.631705393,"(41.890013771, -87.631705393)"
28067,JH223217,04/13/2024 06:47:00 AM,026XX N SAWYER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,1412,014,35,22,01A,1154030,1917273,2024,06/22/2024 03:40:26 PM,41.928829366,-87.709408246,"(41.928829366, -87.709408246)"
27953,JH114009,01/12/2024 06:20:00 PM,064XX S DR MARTIN LUTHER KING JR DR,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0312,003,20,69,01A,1180026,1862452,2024,04/18/2024 03:40:20 PM,41.777838294,-87.615566126,"(41.777838294, -87.615566126)"
27948,JH123294,01/21/2024 09:08:00 PM,094XX S VERNON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0633,006,8,49,01A,1180903,1842476,2024,04/16/2024 03:40:47 PM,41.723001811,-87.612964188,"(41.723001811, -87.612964188)"
13704196,JH557036,02/01/2024 09:00:00 AM,018XX N HERMITAGE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER (SPECIFY),false,false,1433,014,32,22,11,1164392,1912373,2024,12/30/2024 03:40:37 PM,41.91517024,-87.671470254,"(41.91517024, -87.671470254)"
28076,JH224904,04/14/2024 04:08:00 PM,009XX N LAVERGNE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,1531,015,37,25,01A,1142849,1905993,2024,04/22/2024 03:41:49 PM,41.898091745,-87.750776759,"(41.898091745, -87.750776759)"
13377043,JH162008,01/09/2024 03:55:00 PM,101XX S INDIANA AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,true,true,0511,005,9,49,26,1179372,1837827,2024,12/29/2024 03:41:05 PM,41.710279369,-87.618713388,"(41.710279369, -87.618713388)"
13393470,JH181963,03/09/2024 07:28:00 PM,101XX S INDIANA AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,true,true,0511,005,9,49,08A,1179372,1837827,2024,12/29/2024 03:41:05 PM,41.710279369,-87.618713388,"(41.710279369, -87.618713388)"
13398536,JH187853,03/14/2024 11:17:00 AM,101XX S INDIANA AVE,1581,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,RESIDENCE,false,true,0511,005,9,49,17,1179372,1837827,2024,03/31/2025 03:41:35 PM,41.710279369,-87.618713388,"(41.710279369, -87.618713388)"
27950,JH124572,01/22/2024 11:16:00 PM,017XX W 45TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0924,009,15,61,01A,1165289,1874857,2024,01/30/2024 03:41:33 PM,41.812203965,-87.669240956,"(41.812203965, -87.669240956)"
27949,JH124190,01/22/2024 05:42:00 PM,095XX S THROOP ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2213,022,21,73,01A,1169330,1841659,2024,01/30/2024 03:41:33 PM,41.721017773,-87.655378424,"(41.721017773, -87.655378424)"
28535,JH550468,12/21/2024 01:14:00 AM,017XX E 67TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0332,003,5,43,01A,1189167,1860906,2024,12/29/2024 03:41:48 PM,41.773381692,-87.582104998,"(41.773381692, -87.582104998)"
13479942,JH287627,05/31/2024 06:45:00 PM,011XX E 82ND ST,0810,THEFT,OVER $500,APARTMENT,false,false,0411,004,8,45,06,1185136,1850849,2024,05/17/2025 03:40:52 PM,41.745879986,-87.597196983,"(41.745879986, -87.597196983)"
28073,JH224200,04/14/2024 12:27:00 AM,035XX W HARRISON ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1133,011,24,27,01A,1152788,1897131,2024,04/22/2024 03:41:49 PM,41.873582511,-87.714506124,"(41.873582511, -87.714506124)"
13353244,JH134156,01/28/2024 09:00:00 PM,069XX S PARNELL AVE,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,false,false,0732,007,6,68,17,,,2024,04/20/2024 03:40:43 PM,,,
13480995,JH288936,06/02/2024 12:58:00 AM,019XX W MADISON ST,0810,THEFT,OVER $500,STREET,false,false,1223,012,27,28,06,1163655,1900042,2024,05/17/2025 03:40:52 PM,41.881348623,-87.674525788,"(41.881348623, -87.674525788)"
28537,JH551814,12/22/2024 11:55:00 AM,080XX S ESCANABA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0422,004,7,46,01A,1196894,1852290,2024,12/30/2024 03:41:20 PM,41.749550092,-87.554066316,"(41.749550092, -87.554066316)"
28005,JH173204,03/02/2024 08:32:00 PM,005XX W ROOSEVELT RD,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,true,false,0124,001,28,28,01A,1173077,1894978,2024,04/23/2024 03:40:49 PM,41.86724898,-87.640079073,"(41.86724898, -87.640079073)"
13429714,JH225785,04/15/2024 09:10:00 AM,028XX W POLK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1135,011,28,27,14,1157552,1896244,2024,12/21/2024 03:40:46 PM,41.871052912,-87.697039137,"(41.871052912, -87.697039137)"
13429926,JH225999,04/15/2024 11:23:00 AM,032XX W BELMONT AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1733,017,35,21,06,1153997,1921094,2024,12/21/2024 03:40:46 PM,41.939315143,-87.70942733,"(41.939315143, -87.70942733)"
28538,JH552365,12/22/2024 09:33:00 PM,023XX E 93RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOSPITAL,false,false,0413,004,7,48,01A,1193360,1843756,2024,12/30/2024 03:41:20 PM,41.726219145,-87.567294437,"(41.726219145, -87.567294437)"
13326983,JH102529,01/03/2024 03:31:00 AM,059XX S MARSHFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0714,007,16,67,14,1166358,1865343,2024,12/21/2024 03:40:46 PM,41.786073692,-87.665590964,"(41.786073692, -87.665590964)"
13347660,JH127319,01/25/2024 12:00:00 AM,057XX W DIVERSEY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER (SPECIFY),false,false,2514,025,30,19,07,1137422,1918029,2024,12/21/2024 03:40:46 PM,41.931219324,-87.770419802,"(41.931219324, -87.770419802)"
13347189,JH126868,01/24/2024 05:00:00 PM,030XX N HALSTED ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1933,019,44,6,06,1170394,1920533,2024,12/21/2024 03:40:46 PM,41.93743245,-87.649180491,"(41.93743245, -87.649180491)"
13346846,JH126302,01/24/2024 11:00:00 AM,093XX S BISHOP ST,0560,ASSAULT,SIMPLE,APARTMENT,false,false,2222,022,21,73,08A,1168303,1842889,2024,12/21/2024 03:40:46 PM,41.72441521,-87.659104827,"(41.72441521, -87.659104827)"
28540,JH553602,12/23/2024 10:08:00 PM,009XX E 78TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,true,0624,006,8,69,01A,1183761,1853485,2024,05/13/2025 03:41:07 PM,41.753145614,-87.602153123,"(41.753145614, -87.602153123)"
28074,JH225503,04/15/2024 02:22:00 AM,016XX W 82ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0614,006,17,71,01A,1166875,1850337,2024,04/23/2024 03:41:34 PM,41.744884198,-87.664123445,"(41.744884198, -87.664123445)"
28075,JH226744,04/15/2024 10:38:00 PM,002XX E 111TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,false,false,0531,005,9,49,01A,1179719,1831409,2024,04/23/2024 03:41:34 PM,41.692659589,-87.617637943,"(41.692659589, -87.617637943)"
28539,JH553026,12/23/2024 01:44:00 PM,000XX S KOSTNER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1113,011,28,26,01A,1147063,1899523,2024,12/31/2024 03:41:27 PM,41.880257779,-87.735464519,"(41.880257779, -87.735464519)"
13348669,JH128551,01/25/2024 08:30:00 PM,049XX W WELLINGTON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2521,025,31,19,07,1142837,1919491,2024,12/21/2024 03:40:46 PM,41.935131913,-87.750483903,"(41.935131913, -87.750483903)"
13416620,JH209673,04/02/2024 03:20:00 AM,075XX N PAULINA ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,true,false,2422,024,49,1,06,1163690,1950023,2024,01/01/2025 03:40:23 PM,42.018498254,-87.672983233,"(42.018498254, -87.672983233)"
13441935,JH240611,04/27/2024 02:00:00 AM,011XX W THORNDALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CTA STATION,true,false,2433,024,48,77,14,1167594,1939683,2024,01/01/2025 03:40:23 PM,41.990041584,-87.65891695,"(41.990041584, -87.65891695)"
27954,JH128520,01/26/2024 04:53:00 AM,059XX S ADA ST,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,true,0713,007,16,67,01A,1168345,1865307,2024,04/20/2024 03:40:43 PM,41.785932327,-87.658306677,"(41.785932327, -87.658306677)"
13348759,JH128636,01/26/2024 05:00:00 AM,001XX E CHICAGO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,false,false,1833,018,2,8,14,1177003,1905748,2024,12/21/2024 03:40:46 PM,41.896714548,-87.625340136,"(41.896714548, -87.625340136)"
13706442,JH560109,05/05/2024 12:00:00 PM,009XX W WILSON AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,false,1914,019,46,3,26,1169189,1930734,2024,01/01/2025 03:40:23 PM,41.965450685,-87.653311573,"(41.965450685, -87.653311573)"
13707991,JJ100267,01/31/2024 08:00:00 PM,077XX N HASKINS AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA TRAIN,false,false,2422,024,49,1,14,1163173,1951318,2024,01/04/2025 03:40:54 PM,42.022062685,-87.67484904,"(42.022062685, -87.67484904)"
13706339,JH559986,03/14/2024 02:30:00 PM,052XX N ELSTON AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,false,false,1623,016,45,12,11,1142040,1934395,2024,01/01/2025 03:40:23 PM,41.976044642,-87.753042055,"(41.976044642, -87.753042055)"
28541,JH554231,12/24/2024 02:42:00 PM,057XX S MICHIGAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0232,002,20,40,01A,1178137,1866956,2024,01/01/2025 03:41:02 PM,41.790240779,-87.622354657,"(41.790240779, -87.622354657)"
13726428,JH182268,03/10/2024 08:40:00 AM,047XX W GLADYS AVE,2016,NARCOTICS,MANUFACTURE / DELIVER - PCP,STREET,true,false,1131,011,28,25,18,1144838,1897935,2024,01/25/2025 03:40:57 PM,41.875942357,-87.743674625,"(41.875942357, -87.743674625)"
27956,JH128963,01/26/2024 12:53:00 PM,000XX N WABASH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0112,001,34,32,01A,1176805,1900552,2024,02/01/2025 03:40:37 PM,41.882460936,-87.626224613,"(41.882460936, -87.626224613)"
13325706,JH101101,01/01/2024 09:22:00 PM,134XX S MACKINAW AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0433,004,10,55,14,1200433,1816484,2024,12/21/2024 03:40:46 PM,41.651206536,-87.54230338,"(41.651206536, -87.54230338)"
13324939,JH100195,01/01/2024 03:44:00 AM,057XX S MAY ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0712,007,16,68,14,1169632,1866737,2024,12/21/2024 03:40:46 PM,41.78982859,-87.653546459,"(41.78982859, -87.653546459)"
13430528,JH226849,04/16/2024 01:00:00 AM,069XX S ROCKWELL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0831,008,17,66,08B,1160241,1858482,2024,12/21/2024 03:40:46 PM,41.767374314,-87.688207722,"(41.767374314, -87.688207722)"
13707334,JH561041,01/13/2024 07:00:00 AM,064XX N HAMILTON AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,false,false,2412,024,50,2,11,1160802,1942736,2024,01/02/2025 03:40:47 PM,41.998563173,-87.683814028,"(41.998563173, -87.683814028)"
27961,JG378511,01/27/2024 03:39:00 PM,104XX S AVENUE L,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0432,004,10,52,01A,1201838,1836279,2024,02/04/2024 03:41:34 PM,41.70549044,-87.536493046,"(41.70549044, -87.536493046)"
27957,JH129759,01/27/2024 02:54:00 AM,085XX S VINCENNES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0622,006,21,71,01A,1173410,1848318,2024,02/04/2024 03:41:34 PM,41.739201838,-87.640237876,"(41.739201838, -87.640237876)"
28046,JH206816,03/30/2024 03:18:00 PM,082XX S COTTAGE GROVE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0631,006,6,44,01A,1182991,1850560,2024,04/25/2024 03:41:11 PM,41.745137026,-87.605065572,"(41.745137026, -87.605065572)"
